t_recv_ns,t_s,t_stamp_ns,frame_id,hardware_connected,analog_states_0,analog_states_1,analog_states_2,analog_states_3,analog_states_4,analog_states_5,digital_states_0,digital_states_1,digital_states_2,digital_states_3,digital_states_4,digital_states_5,digital_states_6,digital_states_7,digital_states_8,digital_states_9,digital_states_10,digital_states_11
21451820116864,3.4198534,1786372909336510971,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451840076128,3.4398127,1786372909356506246,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451859975680,3.4597123,1786372909376512593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451880132160,3.4798687,1786372909396531994,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451900123552,3.4998601,1786372909416527867,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451920114400,3.519851,1786372909436524234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451940089216,3.5398258,1786372909456506755,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451960071168,3.5598077,1786372909476511393,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451980086304,3.5798229,1786372909496505549,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452000073312,3.5998099,1786372909516511367,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452020080864,3.6198174,1786372909536531849,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452040088256,3.6398248,1786372909556527813,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452060000736,3.6597373,1786372909576524742,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452080048000,3.6797846,1786372909596509295,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452100114560,3.6998511,1786372909616511986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452120062944,3.7197995,1786372909636505399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452140059744,3.7397963,1786372909656511923,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452160068000,3.7598046,1786372909676532269,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
